t,v,s,f,q
2017-01-20T06:24:00Z,74.35,0.001,"0,0,0,0",v
2017-01-20T06:30:00Z,74.354,0.001,"0,0,0,0",v
2017-01-20T06:36:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T06:42:00Z,74.362,0.000,"0,0,0,0",v
2017-01-20T06:48:00Z,74.366,0.000,"0,0,0,0",v
2017-01-20T06:54:00Z,74.368,0.001,"0,0,0,0",v
2017-01-20T07:00:00Z,74.371,0.000,"0,0,0,0",v
2017-01-20T07:06:00Z,74.374,0.000,"0,0,0,0",v
2017-01-20T07:12:00Z,74.378,0.000,"0,0,0,0",v
2017-01-20T07:18:00Z,74.383,0.001,"0,0,0,0",v
2017-01-20T07:24:00Z,74.388,0.001,"0,0,0,0",v
2017-01-20T07:30:00Z,74.393,0.001,"0,0,0,0",v
2017-01-20T07:36:00Z,74.397,0.000,"0,0,0,0",v
2017-01-20T07:42:00Z,74.398,0.000,"0,0,0,0",v
2017-01-20T07:48:00Z,74.401,0.001,"0,0,0,0",v
2017-01-20T07:54:00Z,74.403,0.001,"0,0,0,0",v
2017-01-20T08:00:00Z,74.403,0.001,"0,0,0,0",v
2017-01-20T08:06:00Z,74.404,0.000,"0,0,0,0",v
2017-01-20T08:12:00Z,74.405,0.001,"0,0,0,0",v
2017-01-20T08:18:00Z,74.406,0.000,"0,0,0,0",v
2017-01-20T08:24:00Z,74.409,0.000,"0,0,0,0",v
2017-01-20T08:30:00Z,74.408,0.000,"0,0,0,0",v
2017-01-20T08:36:00Z,74.408,0.000,"0,0,0,0",v
2017-01-20T08:42:00Z,74.406,0.000,"0,0,0,0",v
2017-01-20T08:48:00Z,74.403,0.000,"0,0,0,0",v
2017-01-20T08:54:00Z,74.403,0.001,"0,0,0,0",v
2017-01-20T09:00:00Z,74.402,0.001,"0,0,0,0",v
2017-01-20T09:06:00Z,74.399,0.000,"0,0,0,0",v
2017-01-20T09:12:00Z,74.399,0.000,"0,0,0,0",v
2017-01-20T09:18:00Z,74.398,0.000,"0,0,0,0",v
2017-01-20T09:24:00Z,74.396,0.000,"0,0,0,0",v
2017-01-20T09:30:00Z,74.394,0.000,"0,0,0,0",v
2017-01-20T09:36:00Z,74.392,0.000,"0,0,0,0",v
2017-01-20T09:42:00Z,74.389,0.001,"0,0,0,0",v
2017-01-20T09:48:00Z,74.387,0.000,"0,0,0,0",v
2017-01-20T09:54:00Z,74.384,0.001,"0,0,0,0",v
2017-01-20T10:00:00Z,74.383,0.000,"0,0,0,0",v
2017-01-20T10:06:00Z,74.38,0.000,"0,0,0,0",v
2017-01-20T10:12:00Z,74.376,0.001,"0,0,0,0",v
2017-01-20T10:18:00Z,74.374,0.000,"0,0,0,0",v
2017-01-20T10:24:00Z,74.372,0.000,"0,0,0,0",v
2017-01-20T10:30:00Z,74.371,0.000,"0,0,0,0",v
2017-01-20T10:36:00Z,74.369,0.000,"0,0,0,0",v
2017-01-20T10:42:00Z,74.368,0.001,"0,0,0,0",v
2017-01-20T10:48:00Z,74.365,0.000,"0,0,0,0",v
2017-01-20T10:54:00Z,74.363,0.001,"0,0,0,0",v
2017-01-20T11:00:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T11:06:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T11:12:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T11:18:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T11:24:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T11:30:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T11:36:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T11:42:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T11:48:00Z,74.363,0.000,"0,0,0,0",v
2017-01-20T11:54:00Z,74.367,0.001,"0,0,0,0",v
2017-01-20T12:00:00Z,74.371,0.001,"0,0,0,0",v
2017-01-20T12:06:00Z,74.373,0.001,"0,0,0,0",v
2017-01-20T12:12:00Z,74.376,0.000,"0,0,0,0",v
2017-01-20T12:18:00Z,74.379,0.000,"0,0,0,0",v
2017-01-20T12:24:00Z,74.381,0.000,"0,0,0,0",v
2017-01-20T12:30:00Z,74.383,0.000,"0,0,0,0",v
2017-01-20T12:36:00Z,74.382,0.000,"0,0,0,0",v
2017-01-20T12:42:00Z,74.385,0.000,"0,0,0,0",v
2017-01-20T12:48:00Z,74.385,0.000,"0,0,0,0",v
2017-01-20T12:54:00Z,74.386,0.000,"0,0,0,0",v
2017-01-20T13:00:00Z,74.39,0.000,"0,0,0,0",v
2017-01-20T13:06:00Z,74.391,0.001,"0,0,0,0",v
2017-01-20T13:12:00Z,74.393,0.000,"0,0,0,0",v
2017-01-20T13:18:00Z,74.396,0.000,"0,0,0,0",v
2017-01-20T13:24:00Z,74.398,0.000,"0,0,0,0",v
2017-01-20T13:30:00Z,74.397,0.000,"0,0,0,0",v
2017-01-20T13:36:00Z,74.397,0.000,"0,0,0,0",v
2017-01-20T13:42:00Z,74.395,0.000,"0,0,0,0",v
2017-01-20T13:48:00Z,74.393,0.000,"0,0,0,0",v
2017-01-20T13:54:00Z,74.39,0.000,"0,0,0,0",v
2017-01-20T14:00:00Z,74.389,0.000,"0,0,0,0",v
2017-01-20T14:06:00Z,74.386,0.000,"0,0,0,0",v
2017-01-20T14:12:00Z,74.384,0.001,"0,0,0,0",v
2017-01-20T14:18:00Z,74.38,0.000,"0,0,0,0",v
2017-01-20T14:24:00Z,74.379,0.000,"0,0,0,0",v
2017-01-20T14:30:00Z,74.378,0.000,"0,0,0,0",v
2017-01-20T14:36:00Z,74.378,0.000,"0,0,0,0",v
2017-01-20T14:42:00Z,74.377,0.001,"0,0,0,0",v
2017-01-20T14:48:00Z,74.375,0.000,"0,0,0,0",v
2017-01-20T14:54:00Z,74.371,0.001,"0,0,0,0",v
2017-01-20T15:00:00Z,74.371,0.000,"0,0,0,0",v
2017-01-20T15:06:00Z,74.367,0.000,"0,0,0,0",v
2017-01-20T15:12:00Z,74.366,0.000,"0,0,0,0",v
2017-01-20T15:18:00Z,74.364,0.000,"0,0,0,0",v
2017-01-20T15:24:00Z,74.363,0.000,"0,0,0,0",v
2017-01-20T15:30:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T15:36:00Z,74.36,0.001,"0,0,0,0",v
2017-01-20T15:42:00Z,74.359,0.000,"0,0,0,0",v
2017-01-20T15:48:00Z,74.357,0.000,"0,0,0,0",v
2017-01-20T15:54:00Z,74.357,0.000,"0,0,0,0",v
2017-01-20T16:00:00Z,74.354,0.000,"0,0,0,0",v
2017-01-20T16:06:00Z,74.355,0.000,"0,0,0,0",v
2017-01-20T16:12:00Z,74.353,0.000,"0,0,0,0",v
2017-01-20T16:18:00Z,74.354,0.001,"0,0,0,0",v
2017-01-20T16:24:00Z,74.355,0.001,"0,0,0,0",v
2017-01-20T16:30:00Z,74.357,0.000,"0,0,0,0",v
2017-01-20T16:36:00Z,74.356,0.000,"0,0,0,0",v
2017-01-20T16:42:00Z,74.353,0.000,"0,0,0,0",v
2017-01-20T16:48:00Z,74.354,0.000,"0,0,0,0",v
2017-01-20T16:54:00Z,74.354,0.000,"0,0,0,0",v
2017-01-20T17:00:00Z,74.353,0.000,"0,0,0,0",v
2017-01-20T17:06:00Z,74.354,0.000,"0,0,0,0",v
2017-01-20T17:12:00Z,74.356,0.000,"0,0,0,0",v
2017-01-20T17:18:00Z,74.356,0.001,"0,0,0,0",v
2017-01-20T17:24:00Z,74.357,0.000,"0,0,0,0",v
2017-01-20T17:30:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T17:36:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T17:42:00Z,74.36,0.001,"0,0,0,0",v
2017-01-20T17:48:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T17:54:00Z,74.364,0.001,"0,0,0,0",v
2017-01-20T18:00:00Z,74.365,,"0,0,0,0",v
2017-01-20T18:06:00Z,74.366,0.000,"0,0,0,0",v
2017-01-20T18:12:00Z,74.364,0.000,"0,0,0,0",v
2017-01-20T18:18:00Z,74.363,0.000,"0,0,0,0",v
2017-01-20T18:24:00Z,74.364,0.000,"0,0,0,0",v
2017-01-20T18:30:00Z,74.364,0.001,"0,0,0,0",v
2017-01-20T18:36:00Z,74.362,0.001,"0,0,0,0",v
2017-01-20T18:42:00Z,74.362,0.000,"0,0,0,0",v
2017-01-20T18:48:00Z,74.362,0.000,"0,0,0,0",v
2017-01-20T18:54:00Z,74.362,0.000,"0,0,0,0",v
2017-01-20T19:00:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T19:06:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T19:12:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T19:18:00Z,74.361,0.000,"0,0,0,0",v
2017-01-20T19:24:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T19:30:00Z,74.362,0.000,"0,0,0,0",v
2017-01-20T19:36:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T19:42:00Z,74.36,0.000,"0,0,0,0",v
2017-01-20T19:48:00Z,74.358,0.000,"0,0,0,0",v
2017-01-20T19:54:00Z,74.359,0.000,"0,0,0,0",v
2017-01-20T20:00:00Z,74.358,0.000,"0,0,0,0",v
2017-01-20T20:06:00Z,74.358,0.001,"0,0,0,0",v
2017-01-20T20:12:00Z,74.355,0.000,"0,0,0,0",v
2017-01-20T20:18:00Z,74.354,0.000,"0,0,0,0",v
2017-01-20T20:24:00Z,74.353,0.000,"0,0,0,0",v
2017-01-20T20:30:00Z,74.352,0.000,"0,0,0,0",v
2017-01-20T20:36:00Z,74.351,0.000,"0,0,0,0",v
2017-01-20T20:42:00Z,74.351,0.000,"0,0,0,0",v
2017-01-20T20:48:00Z,74.35,0.000,"0,0,0,0",v
2017-01-20T20:54:00Z,74.35,0.000,"0,0,0,0",v
2017-01-20T21:00:00Z,74.349,0.000,"0,0,0,0",v
2017-01-20T21:06:00Z,74.35,0.000,"0,0,0,0",v
2017-01-20T21:12:00Z,74.35,0.000,"0,0,0,0",v
2017-01-20T21:18:00Z,74.349,0.000,"0,0,0,0",v
2017-01-20T21:24:00Z,74.347,0.000,"0,0,0,0",v
2017-01-20T21:30:00Z,74.348,0.000,"0,0,0,0",v
2017-01-20T21:36:00Z,74.347,0.000,"0,0,0,0",v
2017-01-20T21:42:00Z,74.346,0.000,"0,0,0,0",v
2017-01-20T21:48:00Z,74.346,0.000,"0,0,0,0",v
2017-01-20T21:54:00Z,74.346,0.000,"0,0,0,0",v
2017-01-20T22:00:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:06:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:12:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:18:00Z,74.344,0.000,"0,0,0,0",v
2017-01-20T22:24:00Z,74.344,0.000,"0,0,0,0",v
2017-01-20T22:30:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:36:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:42:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:48:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T22:54:00Z,74.346,0.000,"0,0,0,0",v
2017-01-20T23:00:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T23:06:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T23:12:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T23:18:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T23:24:00Z,74.344,0.000,"0,0,0,0",v
2017-01-20T23:30:00Z,74.345,0.000,"0,0,0,0",v
2017-01-20T23:36:00Z,74.344,0.000,"0,0,0,0",v
2017-01-20T23:42:00Z,74.342,0.000,"0,0,0,0",v
2017-01-20T23:48:00Z,74.342,0.000,"0,0,0,0",v
2017-01-20T23:54:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T00:00:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T00:06:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T00:12:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T00:18:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T00:24:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T00:30:00Z,74.342,0.000,"0,1,0,0",v
2017-01-21T00:36:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T00:42:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T00:48:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T00:54:00Z,74.344,0.000,"0,0,0,0",v
2017-01-21T01:00:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T01:06:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T01:12:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T01:18:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T01:24:00Z,74.34,0.000,"0,0,0,0",v
2017-01-21T01:30:00Z,74.34,0.000,"0,0,0,0",v
2017-01-21T01:36:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T01:42:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T01:48:00Z,74.341,0.000,"0,1,0,0",v
2017-01-21T01:54:00Z,74.341,0.000,"0,1,0,0",v
2017-01-21T02:00:00Z,74.341,0.000,"0,1,0,0",v
2017-01-21T02:06:00Z,74.341,0.000,"0,1,0,0",v
2017-01-21T02:12:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T02:18:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T02:24:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T02:30:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T02:36:00Z,74.344,0.000,"0,0,0,0",v
2017-01-21T02:42:00Z,74.344,0.000,"0,0,0,0",v
2017-01-21T02:48:00Z,74.344,0.000,"0,0,0,0",v
2017-01-21T02:54:00Z,74.344,0.000,"0,0,0,0",v
2017-01-21T03:00:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T03:06:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T03:12:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:18:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:24:00Z,74.34,0.000,"0,0,0,0",v
2017-01-21T03:30:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:36:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:42:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:48:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T03:54:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T04:00:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T04:06:00Z,74.341,0.000,"0,0,0,0",v
2017-01-21T04:12:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T04:18:00Z,74.342,0.000,"0,0,0,0",v
2017-01-21T04:24:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T04:30:00Z,74.343,0.000,"0,0,0,0",v
2017-01-21T04:36:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T04:42:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T04:48:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T04:54:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T05:00:00Z,74.347,0.000,"0,0,0,0",v
2017-01-21T05:06:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T05:12:00Z,74.347,0.001,"0,0,0,0",v
2017-01-21T05:18:00Z,74.348,0.000,"0,0,0,0",v
2017-01-21T05:24:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T05:30:00Z,74.35,0.000,"0,0,0,0",v
2017-01-21T05:36:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T05:42:00Z,74.353,0.002,"0,0,0,0",v
2017-01-21T05:48:00Z,74.351,0.002,"0,0,0,0",v
2017-01-21T05:54:00Z,74.354,0.001,"0,0,0,0",v
2017-01-21T06:00:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T06:06:00Z,74.351,0.000,"0,0,0,0",v
2017-01-21T06:12:00Z,74.348,0.000,"0,0,0,0",v
2017-01-21T06:18:00Z,74.35,0.000,"0,0,0,0",v
2017-01-21T06:24:00Z,74.35,0.000,"0,0,0,0",v
2017-01-21T06:30:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T06:36:00Z,74.348,0.000,"0,0,0,0",v
2017-01-21T06:42:00Z,74.347,0.000,"0,0,0,0",v
2017-01-21T06:48:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T06:54:00Z,74.347,0.000,"0,0,0,0",v
2017-01-21T07:00:00Z,74.346,0.000,"0,0,0,0",v
2017-01-21T07:06:00Z,74.348,0.000,"0,0,0,0",v
2017-01-21T07:12:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T07:18:00Z,74.353,0.000,"0,0,0,0",v
2017-01-21T07:24:00Z,74.354,0.000,"0,0,0,0",v
2017-01-21T07:30:00Z,74.355,0.000,"0,0,0,0",v
2017-01-21T07:36:00Z,74.354,0.000,"0,0,0,0",v
2017-01-21T07:42:00Z,74.354,0.000,"0,0,0,0",v
2017-01-21T07:48:00Z,74.355,0.000,"0,0,0,0",v
2017-01-21T07:54:00Z,74.356,0.000,"0,0,0,0",v
2017-01-21T08:00:00Z,74.356,0.001,"0,0,0,0",v
2017-01-21T08:06:00Z,74.358,0.000,"0,0,0,0",v
2017-01-21T08:12:00Z,74.358,0.000,"0,0,0,0",v
2017-01-21T08:18:00Z,74.359,0.000,"0,0,0,0",v
2017-01-21T08:24:00Z,74.359,0.000,"0,0,0,0",v
2017-01-21T08:30:00Z,74.362,0.000,"0,0,0,0",v
2017-01-21T08:36:00Z,74.362,0.000,"0,0,0,0",v
2017-01-21T08:42:00Z,74.364,0.000,"0,0,0,0",v
2017-01-21T08:48:00Z,74.364,0.000,"0,0,0,0",v
2017-01-21T08:54:00Z,74.363,0.000,"0,0,0,0",v
2017-01-21T09:00:00Z,74.363,0.000,"0,0,0,0",v
2017-01-21T09:06:00Z,74.365,0.000,"0,0,0,0",v
2017-01-21T09:12:00Z,74.365,0.000,"0,0,0,0",v
2017-01-21T09:18:00Z,74.367,0.000,"0,0,0,0",v
2017-01-21T09:24:00Z,74.366,0.000,"0,0,0,0",v
2017-01-21T09:30:00Z,74.37,0.000,"0,0,0,0",v
2017-01-21T09:36:00Z,74.369,0.000,"0,0,0,0",v
2017-01-21T09:42:00Z,74.37,0.000,"0,0,0,0",v
2017-01-21T09:48:00Z,74.372,0.000,"0,0,0,0",v
2017-01-21T09:54:00Z,74.373,0.000,"0,0,0,0",v
2017-01-21T10:00:00Z,74.375,0.000,"0,0,0,0",v
2017-01-21T10:06:00Z,74.376,0.000,"0,0,0,0",v
2017-01-21T10:12:00Z,74.379,0.001,"0,0,0,0",v
2017-01-21T10:18:00Z,74.382,0.000,"0,0,0,0",v
2017-01-21T10:24:00Z,74.383,0.001,"0,0,0,0",v
2017-01-21T10:30:00Z,74.385,0.000,"0,0,0,0",v
2017-01-21T10:36:00Z,74.387,0.000,"0,0,0,0",v
2017-01-21T10:42:00Z,74.389,0.000,"0,0,0,0",v
2017-01-21T10:48:00Z,74.391,0.001,"0,0,0,0",v
2017-01-21T10:54:00Z,74.395,0.000,"0,0,0,0",v
2017-01-21T11:00:00Z,74.398,0.001,"0,0,0,0",v
2017-01-21T11:06:00Z,74.399,0.000,"0,0,0,0",v
2017-01-21T11:12:00Z,74.401,0.001,"0,0,0,0",v
2017-01-21T11:18:00Z,74.403,0.000,"0,0,0,0",v
2017-01-21T11:24:00Z,74.405,0.001,"0,0,0,0",v
2017-01-21T11:30:00Z,74.407,0.000,"0,0,0,0",v
2017-01-21T11:36:00Z,74.407,0.000,"0,0,0,0",v
2017-01-21T11:42:00Z,74.409,0.000,"0,0,0,0",v
2017-01-21T11:48:00Z,74.41,0.000,"0,0,0,0",v
2017-01-21T11:54:00Z,74.411,0.000,"0,0,0,0",v
2017-01-21T12:00:00Z,74.413,0.000,"0,0,0,0",v
2017-01-21T12:06:00Z,74.416,,"0,0,0,0",v
2017-01-21T12:12:00Z,74.417,0.000,"0,0,0,0",v
2017-01-21T12:18:00Z,74.417,0.000,"0,0,0,0",v
2017-01-21T12:24:00Z,74.418,0.000,"0,0,0,0",v
2017-01-21T12:30:00Z,74.417,0.000,"0,0,0,0",v
2017-01-21T12:36:00Z,74.417,0.001,"0,0,0,0",v
2017-01-21T12:42:00Z,74.416,0.000,"0,0,0,0",v
2017-01-21T12:48:00Z,74.416,,"0,0,0,0",v
2017-01-21T12:54:00Z,74.415,0.000,"0,0,0,0",v
2017-01-21T13:00:00Z,74.414,0.000,"0,0,0,0",v
2017-01-21T13:06:00Z,74.415,0.000,"0,0,0,0",v
2017-01-21T13:12:00Z,74.412,0.000,"0,0,0,0",v
2017-01-21T13:18:00Z,74.411,0.000,"0,0,0,0",v
2017-01-21T13:24:00Z,74.409,0.000,"0,0,0,0",v
2017-01-21T13:30:00Z,74.407,0.000,"0,0,0,0",v
2017-01-21T13:36:00Z,74.404,0.001,"0,0,0,0",v
2017-01-21T13:42:00Z,74.402,0.000,"0,0,0,0",v
2017-01-21T13:48:00Z,74.4,0.001,"0,0,0,0",v
2017-01-21T13:54:00Z,74.399,0.000,"0,0,0,0",v
2017-01-21T14:00:00Z,74.397,0.000,"0,0,0,0",v
2017-01-21T14:06:00Z,74.396,0.000,"0,0,0,0",v
2017-01-21T14:12:00Z,74.393,0.000,"0,0,0,0",v
2017-01-21T14:18:00Z,74.392,0.000,"0,0,0,0",v
2017-01-21T14:24:00Z,74.39,0.001,"0,0,0,0",v
2017-01-21T14:30:00Z,74.387,0.000,"0,0,0,0",v
2017-01-21T14:36:00Z,74.386,0.001,"0,0,0,0",v
2017-01-21T14:42:00Z,74.383,0.000,"0,0,0,0",v
2017-01-21T14:48:00Z,74.382,0.000,"0,0,0,0",v
2017-01-21T14:54:00Z,74.381,0.000,"0,0,0,0",v
2017-01-21T15:00:00Z,74.38,0.000,"0,0,0,0",v
2017-01-21T15:06:00Z,74.38,0.000,"0,0,0,0",v
2017-01-21T15:12:00Z,74.378,0.000,"0,0,0,0",v
2017-01-21T15:18:00Z,74.375,0.001,"0,0,0,0",v
2017-01-21T15:24:00Z,74.373,0.000,"0,0,0,0",v
2017-01-21T15:30:00Z,74.37,0.001,"0,0,0,0",v
2017-01-21T15:36:00Z,74.37,0.000,"0,0,0,0",v
2017-01-21T15:42:00Z,74.368,0.001,"0,0,0,0",v
2017-01-21T15:48:00Z,74.372,0.001,"0,0,0,0",v
2017-01-21T15:54:00Z,74.374,0.001,"0,0,0,0",v
2017-01-21T16:00:00Z,74.373,0.001,"0,0,0,0",v
2017-01-21T16:06:00Z,74.377,0.000,"0,0,0,0",v
2017-01-21T16:12:00Z,74.38,0.000,"0,0,0,0",v
2017-01-21T16:18:00Z,74.382,0.001,"0,0,0,0",v
2017-01-21T16:24:00Z,74.383,0.001,"0,0,0,0",v
2017-01-21T16:30:00Z,74.384,0.000,"0,0,0,0",v
2017-01-21T16:36:00Z,74.377,0.001,"0,0,0,0",v
2017-01-21T16:42:00Z,74.383,0.003,"0,0,0,0",v
2017-01-21T16:48:00Z,74.383,0.001,"0,0,0,0",v
2017-01-21T16:54:00Z,74.381,0.001,"0,0,0,0",v
2017-01-21T17:00:00Z,74.379,0.002,"0,0,0,0",v
2017-01-21T17:06:00Z,74.383,0.002,"0,0,0,0",v
2017-01-21T17:12:00Z,74.381,0.001,"0,0,0,0",v
2017-01-21T17:18:00Z,74.377,0.001,"0,0,0,0",v
2017-01-21T17:24:00Z,74.377,0.001,"0,0,0,0",v
2017-01-21T17:30:00Z,74.378,0.000,"0,0,0,0",v
2017-01-21T17:36:00Z,74.372,0.000,"0,0,0,0",v
2017-01-21T17:42:00Z,74.372,0.000,"0,0,0,0",v
2017-01-21T17:48:00Z,74.372,0.001,"0,0,0,0",v
2017-01-21T17:54:00Z,74.371,0.000,"0,0,0,0",v
2017-01-21T18:00:00Z,74.368,0.000,"0,0,0,0",v
2017-01-21T18:06:00Z,74.366,0.002,"0,0,0,0",v
2017-01-21T18:12:00Z,74.366,,"0,0,0,0",v
2017-01-21T18:18:00Z,74.362,0.000,"0,0,0,0",v
2017-01-21T18:24:00Z,74.358,0.000,"0,0,0,0",v
2017-01-21T18:30:00Z,74.356,0.002,"0,0,0,0",v
2017-01-21T18:36:00Z,74.354,0.000,"0,0,0,0",v
2017-01-21T18:42:00Z,74.353,0.001,"0,0,0,0",v
2017-01-21T18:48:00Z,74.352,0.000,"0,0,0,0",v
2017-01-21T18:54:00Z,74.35,0.001,"0,0,0,0",v
2017-01-21T19:00:00Z,74.349,0.000,"0,0,0,0",v
2017-01-21T19:06:00Z,74.347,0.000,"0,0,0,0",v
2017-01-21T19:12:00Z,74.346,0.000,"0,0,0,0",v
