t,v,s,f,q
2017-04-18T15:18:00Z,75.051,0.000,"0,0,0,0",v
2017-04-18T15:24:00Z,75.055,0.001,"0,0,0,0",v
2017-04-18T15:30:00Z,75.055,0.000,"0,0,0,0",v
2017-04-18T15:36:00Z,75.057,0.000,"0,0,0,0",v
2017-04-18T15:42:00Z,75.055,0.000,"0,0,0,0",v
2017-04-18T15:48:00Z,75.055,0.001,"0,0,0,0",v
2017-04-18T15:54:00Z,75.052,0.000,"0,0,0,0",v
2017-04-18T16:00:00Z,75.051,0.000,"0,0,0,0",v
2017-04-18T16:06:00Z,75.05,0.000,"0,0,0,0",v
2017-04-18T16:12:00Z,75.049,0.000,"0,0,0,0",v
2017-04-18T16:18:00Z,75.047,0.000,"0,0,0,0",v
2017-04-18T16:24:00Z,75.047,0.000,"0,0,0,0",v
2017-04-18T16:30:00Z,75.046,0.000,"0,0,0,0",v
2017-04-18T16:36:00Z,75.046,0.000,"0,0,0,0",v
2017-04-18T16:42:00Z,75.046,0.000,"0,1,0,0",v
2017-04-18T16:48:00Z,75.046,0.000,"0,0,0,0",v
2017-04-18T16:54:00Z,75.046,0.000,"0,0,0,0",v
2017-04-18T17:00:00Z,75.044,0.001,"0,0,0,0",v
2017-04-18T17:06:00Z,75.045,0.000,"0,0,0,0",v
2017-04-18T17:12:00Z,75.043,0.000,"0,0,0,0",v
2017-04-18T17:18:00Z,75.039,0.001,"0,0,0,0",v
2017-04-18T17:24:00Z,75.043,0.001,"0,0,0,0",v
2017-04-18T17:30:00Z,75.037,0.001,"0,0,0,0",v
2017-04-18T17:36:00Z,75.039,0.000,"0,0,0,0",v
2017-04-18T17:42:00Z,75.027,0.003,"0,0,0,0",v
2017-04-18T17:48:00Z,75.036,0.002,"0,0,0,0",v
2017-04-18T17:54:00Z,75.035,0.004,"0,0,0,0",v
2017-04-18T18:00:00Z,75.036,0.003,"0,0,0,0",v
2017-04-18T18:06:00Z,75.036,0.002,"0,0,0,0",v
2017-04-18T18:12:00Z,75.044,0.002,"0,0,0,0",v
2017-04-18T18:18:00Z,75.049,0.002,"0,0,0,0",v
2017-04-18T18:24:00Z,75.047,0.001,"0,0,0,0",v
2017-04-18T18:30:00Z,75.05,0.000,"0,0,0,0",v
2017-04-18T18:36:00Z,75.049,0.002,"0,0,0,0",v
2017-04-18T18:42:00Z,75.052,0.002,"0,0,0,0",v
2017-04-18T18:48:00Z,75.053,0.001,"0,0,0,0",v
2017-04-18T18:54:00Z,75.049,0.000,"0,0,0,0",v
2017-04-18T19:00:00Z,75.05,0.000,"0,0,0,0",v
2017-04-18T19:06:00Z,75.05,0.001,"0,0,0,0",v
2017-04-18T19:12:00Z,75.05,0.001,"0,0,0,0",v
2017-04-18T19:18:00Z,75.051,0.001,"0,0,0,0",v
2017-04-18T19:24:00Z,75.052,0.001,"0,0,0,0",v
2017-04-18T19:30:00Z,75.053,0.000,"0,0,0,0",v
2017-04-18T19:36:00Z,75.054,0.001,"0,0,0,0",v
2017-04-18T19:42:00Z,75.046,0.004,"0,0,0,0",v
2017-04-18T19:48:00Z,75.058,0.003,"0,0,0,0",v
2017-04-18T19:54:00Z,75.055,0.002,"0,0,0,0",v
2017-04-18T20:00:00Z,75.052,0.004,"0,0,0,0",v
2017-04-18T20:06:00Z,75.055,0.002,"0,0,0,0",v
2017-04-18T20:12:00Z,75.055,0.001,"0,0,0,0",v
2017-04-18T20:18:00Z,75.057,0.001,"0,0,0,0",v
2017-04-18T20:24:00Z,75.058,0.002,"0,0,0,0",v
2017-04-18T20:30:00Z,75.058,0.001,"0,0,0,0",v
2017-04-18T20:36:00Z,75.057,0.002,"0,0,0,0",v
2017-04-18T20:42:00Z,75.056,0.000,"0,0,0,0",v
2017-04-18T20:48:00Z,75.055,0.001,"0,0,0,0",v
2017-04-18T20:54:00Z,75.054,0.002,"0,0,0,0",v
2017-04-18T21:00:00Z,75.057,0.002,"0,0,0,0",v
2017-04-18T21:06:00Z,75.057,0.000,"0,0,0,0",v
2017-04-18T21:12:00Z,75.06,0.001,"0,0,0,0",v
2017-04-18T21:18:00Z,75.06,0.001,"0,0,0,0",v
2017-04-18T21:24:00Z,75.058,0.002,"0,0,0,0",v
2017-04-18T21:30:00Z,75.056,0.001,"0,0,0,0",v
2017-04-18T21:36:00Z,75.057,0.002,"0,0,0,0",v
2017-04-18T21:42:00Z,75.056,0.000,"0,0,0,0",v
2017-04-18T21:48:00Z,75.056,0.001,"0,0,0,0",v
2017-04-18T21:54:00Z,75.055,0.001,"0,0,0,0",v
2017-04-18T22:00:00Z,75.055,0.000,"0,0,0,0",v
2017-04-18T22:06:00Z,75.056,0.001,"0,0,0,0",v
2017-04-18T22:12:00Z,75.055,0.000,"0,0,0,0",v
2017-04-18T22:18:00Z,75.055,0.000,"0,0,0,0",v
2017-04-18T22:24:00Z,75.054,0.000,"0,0,0,0",v
2017-04-18T22:30:00Z,75.052,0.000,"0,0,0,0",v
2017-04-18T22:36:00Z,75.047,0.000,"0,0,0,0",v
2017-04-18T22:42:00Z,75.046,0.001,"0,0,0,0",v
2017-04-18T22:48:00Z,75.047,0.000,"0,0,0,0",v
2017-04-18T22:54:00Z,75.046,0.000,"0,0,0,0",v
2017-04-18T23:00:00Z,75.047,0.000,"0,0,0,0",v
2017-04-18T23:06:00Z,75.048,0.001,"0,0,0,0",v
2017-04-18T23:12:00Z,75.05,0.000,"0,0,0,0",v
2017-04-18T23:18:00Z,75.051,0.000,"0,0,0,0",v
2017-04-18T23:24:00Z,75.05,0.000,"0,0,0,0",v
2017-04-18T23:30:00Z,75.049,0.000,"0,0,0,0",v
2017-04-18T23:36:00Z,75.052,0.001,"0,0,0,0",v
2017-04-18T23:42:00Z,75.052,0.000,"0,0,0,0",v
2017-04-18T23:48:00Z,75.052,0.001,"0,0,0,0",v
2017-04-18T23:54:00Z,75.056,0.001,"0,0,0,0",v
2017-04-19T00:00:00Z,75.053,0.000,"0,0,0,0",v
2017-04-19T00:06:00Z,75.052,0.001,"0,0,0,0",v
2017-04-19T00:12:00Z,75.052,0.000,"0,0,0,0",v
2017-04-19T00:18:00Z,75.051,0.000,"0,0,0,0",v
2017-04-19T00:24:00Z,75.052,0.001,"0,0,0,0",v
2017-04-19T00:30:00Z,75.052,0.001,"0,0,0,0",v
2017-04-19T00:36:00Z,75.05,0.000,"0,0,0,0",v
2017-04-19T00:42:00Z,75.049,0.000,"0,0,0,0",v
2017-04-19T00:48:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T00:54:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T01:00:00Z,75.048,0.000,"0,1,0,0",v
2017-04-19T01:06:00Z,75.048,0.000,"0,1,0,0",v
2017-04-19T01:12:00Z,75.048,0.000,"0,1,0,0",v
2017-04-19T01:18:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T01:24:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T01:30:00Z,75.044,0.001,"0,0,0,0",v
2017-04-19T01:36:00Z,75.04,0.001,"0,0,0,0",v
2017-04-19T01:42:00Z,75.036,0.000,"0,0,0,0",v
2017-04-19T01:48:00Z,75.035,0.001,"0,0,0,0",v
2017-04-19T01:54:00Z,75.035,0.000,"0,0,0,0",v
2017-04-19T02:00:00Z,75.031,0.001,"0,0,0,0",v
2017-04-19T02:06:00Z,75.031,0.000,"0,0,0,0",v
2017-04-19T02:12:00Z,75.029,0.000,"0,0,0,0",v
2017-04-19T02:18:00Z,75.027,0.000,"0,0,0,0",v
2017-04-19T02:24:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T02:30:00Z,75.025,0.000,"0,0,0,0",v
2017-04-19T02:36:00Z,75.025,0.000,"0,0,0,0",v
2017-04-19T02:42:00Z,75.025,0.000,"0,0,0,0",v
2017-04-19T02:48:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T02:54:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T03:00:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T03:06:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T03:12:00Z,75.023,0.000,"0,0,0,0",v
2017-04-19T03:18:00Z,75.023,0.000,"0,0,0,0",v
2017-04-19T03:24:00Z,75.021,0.000,"0,0,0,0",v
2017-04-19T03:30:00Z,75.02,0.000,"0,0,0,0",v
2017-04-19T03:36:00Z,75.018,0.001,"0,0,0,0",v
2017-04-19T03:42:00Z,75.018,0.000,"0,0,0,0",v
2017-04-19T03:48:00Z,75.018,0.000,"0,0,0,0",v
2017-04-19T03:54:00Z,75.02,0.000,"0,0,0,0",v
2017-04-19T04:00:00Z,75.023,0.000,"0,0,0,0",v
2017-04-19T04:06:00Z,75.023,0.000,"0,0,0,0",v
2017-04-19T04:12:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T04:18:00Z,75.026,0.000,"0,0,0,0",v
2017-04-19T04:24:00Z,75.03,0.001,"0,0,0,0",v
2017-04-19T04:30:00Z,75.03,0.001,"0,0,0,0",v
2017-04-19T04:36:00Z,75.033,0.001,"0,0,0,0",v
2017-04-19T04:42:00Z,75.031,0.002,"0,0,0,0",v
2017-04-19T04:48:00Z,75.03,0.001,"0,0,0,0",v
2017-04-19T04:54:00Z,75.032,0.001,"0,0,0,0",v
2017-04-19T05:00:00Z,75.037,0.001,"0,0,0,0",v
2017-04-19T05:06:00Z,75.037,0.001,"0,0,0,0",v
2017-04-19T05:12:00Z,75.037,0.001,"0,1,0,0",v
2017-04-19T05:18:00Z,75.037,0.001,"0,0,0,0",v
2017-04-19T05:24:00Z,75.037,0.000,"0,0,0,0",v
2017-04-19T05:30:00Z,75.038,0.000,"0,0,0,0",v
2017-04-19T05:36:00Z,75.039,0.001,"0,0,0,0",v
2017-04-19T05:42:00Z,75.039,0.001,"0,0,0,0",v
2017-04-19T05:48:00Z,75.038,0.001,"0,0,0,0",v
2017-04-19T05:54:00Z,75.038,0.001,"0,0,0,0",v
2017-04-19T06:00:00Z,75.038,0.001,"0,0,0,0",v
2017-04-19T06:06:00Z,75.039,0.001,"0,0,0,0",v
2017-04-19T06:12:00Z,75.037,0.001,"0,0,0,0",v
2017-04-19T06:18:00Z,75.037,0.001,"0,0,0,0",v
2017-04-19T06:24:00Z,75.034,0.001,"0,0,0,0",v
2017-04-19T06:30:00Z,75.031,0.000,"0,0,0,0",v
2017-04-19T06:36:00Z,75.027,0.001,"0,0,0,0",v
2017-04-19T06:42:00Z,75.027,0.001,"0,0,0,0",v
2017-04-19T06:48:00Z,75.023,0.001,"0,0,0,0",v
2017-04-19T06:54:00Z,75.02,0.001,"0,0,0,0",v
2017-04-19T07:00:00Z,75.016,0.001,"0,0,0,0",v
2017-04-19T07:06:00Z,75.014,0.000,"0,0,0,0",v
2017-04-19T07:12:00Z,75.009,0.000,"0,0,0,0",v
2017-04-19T07:18:00Z,75.008,0.001,"0,0,0,0",v
2017-04-19T07:24:00Z,75.004,0.002,"0,0,0,0",v
2017-04-19T07:30:00Z,75.003,0.001,"0,0,0,0",v
2017-04-19T07:36:00Z,75.004,0.000,"0,0,0,0",v
2017-04-19T07:42:00Z,75.004,0.000,"0,0,0,0",v
2017-04-19T07:48:00Z,75.006,0.000,"0,0,0,0",v
2017-04-19T07:54:00Z,75.004,0.000,"0,0,0,0",v
2017-04-19T08:00:00Z,75.004,0.000,"0,0,0,0",v
2017-04-19T08:06:00Z,75.002,0.000,"0,0,0,0",v
2017-04-19T08:12:00Z,75.006,0.000,"0,0,0,0",v
2017-04-19T08:18:00Z,75.006,0.000,"0,0,0,0",v
2017-04-19T08:24:00Z,75.006,0.001,"0,0,0,0",v
2017-04-19T08:30:00Z,75.005,0.000,"0,0,0,0",v
2017-04-19T08:36:00Z,75.006,0.000,"0,0,0,0",v
2017-04-19T08:42:00Z,75.007,0.000,"0,0,0,0",v
2017-04-19T08:48:00Z,75.008,0.000,"0,0,0,0",v
2017-04-19T08:54:00Z,75.01,0.000,"0,0,0,0",v
2017-04-19T09:00:00Z,75.012,0.000,"0,0,0,0",v
2017-04-19T09:06:00Z,75.018,0.001,"0,0,0,0",v
2017-04-19T09:12:00Z,75.022,0.000,"0,0,0,0",v
2017-04-19T09:18:00Z,75.025,0.001,"0,0,0,0",v
2017-04-19T09:24:00Z,75.027,0.000,"0,0,0,0",v
2017-04-19T09:30:00Z,75.028,0.000,"0,0,0,0",v
2017-04-19T09:36:00Z,75.033,0.001,"0,0,0,0",v
2017-04-19T09:42:00Z,75.037,0.000,"0,0,0,0",v
2017-04-19T09:48:00Z,75.04,0.000,"0,0,0,0",v
2017-04-19T09:54:00Z,75.042,0.001,"0,0,0,0",v
2017-04-19T10:00:00Z,75.045,0.000,"0,0,0,0",v
2017-04-19T10:06:00Z,75.047,0.000,"0,0,0,0",v
2017-04-19T10:12:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T10:18:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T10:24:00Z,75.048,0.000,"0,0,0,0",v
2017-04-19T10:30:00Z,75.049,0.000,"0,0,0,0",v
2017-04-19T10:36:00Z,75.049,0.000,"0,0,0,0",v
2017-04-19T10:42:00Z,75.049,0.000,"0,0,0,0",v
2017-04-19T10:48:00Z,75.05,0.000,"0,0,0,0",v
2017-04-19T10:54:00Z,75.053,0.001,"0,0,0,0",v
2017-04-19T11:00:00Z,75.052,0.001,"0,0,0,0",v
2017-04-19T11:06:00Z,75.05,0.001,"0,0,0,0",v
2017-04-19T11:12:00Z,75.048,0.001,"0,0,0,0",v
2017-04-19T11:18:00Z,75.047,0.000,"0,0,0,0",v
2017-04-19T11:24:00Z,75.046,0.001,"0,0,0,0",v
2017-04-19T11:30:00Z,75.043,0.000,"0,0,0,0",v
2017-04-19T11:36:00Z,75.042,0.001,"0,0,0,0",v
2017-04-19T11:42:00Z,75.042,0.000,"0,0,0,0",v
2017-04-19T11:48:00Z,75.045,0.000,"0,0,0,0",v
2017-04-19T11:54:00Z,75.046,0.000,"0,0,0,0",v
2017-04-19T12:00:00Z,75.043,0.000,"0,0,0,0",v
2017-04-19T12:06:00Z,75.043,0.000,"0,0,0,0",v
2017-04-19T12:12:00Z,75.045,0.000,"0,0,0,0",v
2017-04-19T12:18:00Z,75.045,0.000,"0,0,0,0",v
2017-04-19T12:24:00Z,75.045,0.000,"0,0,0,0",v
2017-04-19T12:30:00Z,75.046,0.000,"0,0,0,0",v
2017-04-19T12:36:00Z,75.047,0.000,"0,0,0,0",v
2017-04-19T12:42:00Z,75.049,0.001,"0,0,0,0",v
2017-04-19T12:48:00Z,75.052,0.002,"0,0,0,0",v
2017-04-19T12:54:00Z,75.053,0.001,"0,0,0,0",v
2017-04-19T13:00:00Z,75.059,0.001,"0,0,0,0",v
2017-04-19T13:06:00Z,75.063,0.001,"0,0,0,0",v
2017-04-19T13:12:00Z,75.065,0.000,"0,0,0,0",v
2017-04-19T13:18:00Z,75.066,0.001,"0,0,0,0",v
2017-04-19T13:24:00Z,75.071,0.001,"0,0,0,0",v
2017-04-19T13:30:00Z,75.076,0.001,"0,0,0,0",v
2017-04-19T13:36:00Z,75.076,0.001,"0,0,0,0",v
2017-04-19T13:42:00Z,75.078,0.001,"0,0,0,0",v
2017-04-19T13:48:00Z,75.081,0.001,"0,0,0,0",v
2017-04-19T13:54:00Z,75.083,0.001,"0,0,0,0",v
2017-04-19T14:00:00Z,75.089,0.000,"0,0,0,0",v
2017-04-19T14:06:00Z,75.093,0.002,"0,0,0,0",v
2017-04-19T14:12:00Z,75.095,0.002,"0,0,0,0",v
2017-04-19T14:18:00Z,75.097,0.001,"0,0,0,0",v
2017-04-19T14:24:00Z,75.099,0.002,"0,0,0,0",v
2017-04-19T14:30:00Z,75.102,0.001,"0,0,0,0",v
2017-04-19T14:36:00Z,75.1,0.001,"0,0,0,0",v
2017-04-19T14:42:00Z,75.099,0.002,"0,0,0,0",v
2017-04-19T14:48:00Z,75.102,0.000,"0,0,0,0",v
2017-04-19T14:54:00Z,75.107,0.005,"0,0,0,0",v
2017-04-19T15:00:00Z,75.104,0.001,"0,0,0,0",v
2017-04-19T15:06:00Z,75.109,0.004,"0,0,0,0",v
2017-04-19T15:12:00Z,75.107,0.002,"0,0,0,0",v
2017-04-19T15:18:00Z,75.108,0.001,"0,0,0,0",v
2017-04-19T15:24:00Z,75.107,0.002,"0,0,0,0",v
2017-04-19T15:30:00Z,75.109,0.001,"0,0,0,0",v
2017-04-19T15:36:00Z,75.106,0.002,"0,0,0,0",v
2017-04-19T15:42:00Z,75.106,0.002,"0,0,0,0",v
2017-04-19T15:48:00Z,75.103,0.001,"0,0,0,0",v
2017-04-19T15:54:00Z,75.105,0.001,"0,0,0,0",v
2017-04-19T16:00:00Z,75.106,0.002,"0,0,0,0",v
2017-04-19T16:06:00Z,75.107,0.002,"0,0,0,0",v
2017-04-19T16:12:00Z,75.105,0.001,"0,0,0,0",v
2017-04-19T16:18:00Z,75.103,0.002,"0,0,0,0",v
2017-04-19T16:24:00Z,75.102,0.001,"0,0,0,0",v
2017-04-19T16:30:00Z,75.103,0.001,"0,0,0,0",v
2017-04-19T16:36:00Z,75.101,0.000,"0,0,0,0",v
2017-04-19T16:42:00Z,75.099,0.000,"0,0,0,0",v
2017-04-19T16:48:00Z,75.096,0.000,"0,0,0,0",v
2017-04-19T16:54:00Z,75.096,0.001,"0,0,0,0",v
2017-04-19T17:00:00Z,75.093,0.001,"0,0,0,0",v
2017-04-19T17:06:00Z,75.095,0.000,"0,0,0,0",v
2017-04-19T17:12:00Z,75.094,0.001,"0,0,0,0",v
2017-04-19T17:18:00Z,75.094,0.000,"0,0,0,0",v
2017-04-19T17:24:00Z,75.091,0.001,"0,0,0,0",v
2017-04-19T17:30:00Z,75.092,0.001,"0,0,0,0",v
2017-04-19T17:36:00Z,75.091,0.001,"0,0,0,0",v
2017-04-19T17:42:00Z,75.085,0.000,"0,0,0,0",v
2017-04-19T17:48:00Z,75.088,0.001,"0,0,0,0",v
2017-04-19T17:54:00Z,75.084,0.001,"0,0,0,0",v
2017-04-19T18:00:00Z,75.083,0.001,"0,0,0,0",v
2017-04-19T18:06:00Z,75.082,0.003,"0,0,0,0",v
2017-04-19T18:12:00Z,75.083,0.002,"0,0,0,0",v
2017-04-19T18:18:00Z,75.091,0.004,"0,0,0,0",v
2017-04-19T18:24:00Z,75.089,0.002,"0,0,0,0",v
2017-04-19T18:30:00Z,75.095,0.005,"0,0,0,0",v
2017-04-19T18:36:00Z,75.099,0.002,"0,0,0,0",v
2017-04-19T18:42:00Z,75.1,0.002,"0,0,0,0",v
2017-04-19T18:48:00Z,75.102,0.001,"0,0,0,0",v
2017-04-19T18:54:00Z,75.104,0.002,"0,0,0,0",v
2017-04-19T19:00:00Z,75.102,0.001,"0,0,0,0",v
2017-04-19T19:06:00Z,75.107,0.002,"0,0,0,0",v
2017-04-19T19:12:00Z,75.104,0.001,"0,0,0,0",v
2017-04-19T19:18:00Z,75.108,0.002,"0,0,0,0",v
2017-04-19T19:24:00Z,75.113,0.001,"0,0,0,0",v
2017-04-19T19:30:00Z,75.103,0.002,"0,0,0,0",v
2017-04-19T19:36:00Z,75.109,0.003,"0,0,0,0",v
2017-04-19T19:42:00Z,75.111,0.003,"0,0,0,0",v
2017-04-19T19:48:00Z,75.108,0.002,"0,0,0,0",v
2017-04-19T19:54:00Z,75.11,0.002,"0,0,0,0",v
2017-04-19T20:00:00Z,75.105,0.002,"0,0,0,0",v
2017-04-19T20:06:00Z,75.106,0.002,"0,0,0,0",v
2017-04-19T20:12:00Z,75.109,0.002,"0,0,0,0",v
2017-04-19T20:18:00Z,75.108,0.002,"0,0,0,0",v
2017-04-19T20:24:00Z,75.109,0.003,"0,0,0,0",v
2017-04-19T20:30:00Z,75.104,0.001,"0,0,0,0",v
2017-04-19T20:36:00Z,75.102,0.000,"0,0,0,0",v
2017-04-19T20:42:00Z,75.103,0.002,"0,0,0,0",v
2017-04-19T20:48:00Z,75.109,0.004,"0,0,0,0",v
2017-04-19T20:54:00Z,75.105,0.001,"0,0,0,0",v
2017-04-19T21:00:00Z,75.109,0.000,"0,0,0,0",v
2017-04-19T21:06:00Z,75.109,0.001,"0,0,0,0",v
2017-04-19T21:12:00Z,75.117,0.003,"0,0,0,0",v
2017-04-19T21:18:00Z,75.124,0.003,"0,0,0,0",v
2017-04-19T21:24:00Z,75.129,0.002,"0,0,0,0",v
2017-04-19T21:30:00Z,75.132,0.001,"0,0,0,0",v
2017-04-19T21:36:00Z,75.135,0.000,"0,0,0,0",v
2017-04-19T21:42:00Z,75.135,0.000,"0,0,0,0",v
2017-04-19T21:48:00Z,75.134,0.001,"0,0,0,0",v
2017-04-19T21:54:00Z,75.141,0.000,"0,0,0,0",v
2017-04-19T22:00:00Z,75.143,0.001,"0,0,0,0",v
2017-04-19T22:06:00Z,75.145,0.001,"0,0,0,0",v
2017-04-19T22:12:00Z,75.147,0.002,"0,0,0,0",v
2017-04-19T22:18:00Z,75.15,0.001,"0,0,0,0",v
2017-04-19T22:24:00Z,75.151,0.001,"0,0,0,0",v
2017-04-19T22:30:00Z,75.155,0.001,"0,0,0,0",v
2017-04-19T22:36:00Z,75.157,0.001,"0,0,0,0",v
2017-04-19T22:42:00Z,75.157,0.000,"0,0,0,0",v
2017-04-19T22:48:00Z,75.159,0.001,"0,0,0,0",v
2017-04-19T22:54:00Z,75.16,0.001,"0,0,0,0",v
2017-04-19T23:00:00Z,75.161,0.001,"0,0,0,0",v
2017-04-19T23:06:00Z,75.157,0.002,"0,0,0,0",v
2017-04-19T23:12:00Z,75.155,0.001,"0,0,0,0",v
2017-04-19T23:18:00Z,75.157,0.002,"0,0,0,0",v
2017-04-19T23:24:00Z,75.155,0.002,"0,0,0,0",v
2017-04-19T23:30:00Z,75.156,0.002,"0,0,0,0",v
2017-04-19T23:36:00Z,75.153,0.001,"0,0,0,0",v
2017-04-19T23:42:00Z,75.151,0.001,"0,0,0,0",v
2017-04-19T23:48:00Z,75.146,0.002,"0,0,0,0",v
2017-04-19T23:54:00Z,75.141,0.002,"0,0,0,0",v
2017-04-20T00:00:00Z,75.137,0.002,"0,0,0,0",v
2017-04-20T00:06:00Z,75.135,0.001,"0,0,0,0",v
2017-04-20T00:12:00Z,75.13,0.001,"0,0,0,0",v
2017-04-20T00:18:00Z,75.127,0.000,"0,0,0,0",v
2017-04-20T00:24:00Z,75.126,0.001,"0,0,0,0",v
2017-04-20T00:30:00Z,75.12,0.001,"0,0,0,0",v
2017-04-20T00:36:00Z,75.116,0.000,"0,0,0,0",v
2017-04-20T00:42:00Z,75.111,0.000,"0,0,0,0",v
2017-04-20T00:48:00Z,75.108,0.001,"0,0,0,0",v
2017-04-20T00:54:00Z,75.105,0.001,"0,0,0,0",v
2017-04-20T01:00:00Z,75.102,0.001,"0,0,0,0",v
2017-04-20T01:06:00Z,75.097,0.001,"0,0,0,0",v
2017-04-20T01:12:00Z,75.092,0.001,"0,0,0,0",v
2017-04-20T01:18:00Z,75.094,0.000,"0,0,0,0",v
2017-04-20T01:24:00Z,75.091,0.001,"0,0,0,0",v
2017-04-20T01:30:00Z,75.085,0.001,"0,0,0,0",v
2017-04-20T01:36:00Z,75.082,0.001,"0,0,0,0",v
2017-04-20T01:42:00Z,75.082,0.001,"0,0,0,0",v
2017-04-20T01:48:00Z,75.081,0.001,"0,0,0,0",v
2017-04-20T01:54:00Z,75.078,0.000,"0,0,0,0",v
2017-04-20T02:00:00Z,75.075,0.001,"0,0,0,0",v
2017-04-20T02:06:00Z,75.072,0.001,"0,0,0,0",v
2017-04-20T02:12:00Z,75.07,0.001,"0,0,0,0",v
2017-04-20T02:18:00Z,75.069,0.000,"0,0,0,0",v
2017-04-20T02:24:00Z,75.067,0.000,"0,0,0,0",v
2017-04-20T02:30:00Z,75.066,0.000,"0,0,0,0",v
2017-04-20T02:36:00Z,75.064,0.000,"0,0,0,0",v
2017-04-20T02:42:00Z,75.064,0.001,"0,0,0,0",v
2017-04-20T02:48:00Z,75.061,0.001,"0,0,0,0",v
2017-04-20T02:54:00Z,75.061,0.001,"0,0,0,0",v
2017-04-20T03:00:00Z,75.061,0.001,"0,1,0,0",v
2017-04-20T03:06:00Z,75.061,0.000,"0,1,0,0",v
2017-04-20T03:12:00Z,75.061,0.001,"0,0,0,0",v
2017-04-20T03:18:00Z,75.061,0.000,"0,0,0,0",v
2017-04-20T03:24:00Z,75.063,0.001,"0,0,0,0",v
2017-04-20T03:30:00Z,75.064,0.001,"0,0,0,0",v
2017-04-20T03:36:00Z,75.065,0.001,"0,0,0,0",v
2017-04-20T03:42:00Z,75.068,0.001,"0,0,0,0",v
2017-04-20T03:48:00Z,75.072,0.001,"0,0,0,0",v
2017-04-20T03:54:00Z,75.074,0.000,"0,0,0,0",v
2017-04-20T04:00:00Z,75.078,0.001,"0,0,0,0",v
2017-04-20T04:06:00Z,75.079,0.001,"0,0,0,0",v
2017-04-20T04:12:00Z,75.083,0.000,"0,0,0,0",v
2017-04-20T04:18:00Z,75.084,0.002,"0,0,0,0",v
2017-04-20T04:24:00Z,75.089,0.001,"0,0,0,0",v
2017-04-20T04:30:00Z,75.093,0.001,"0,0,0,0",v
2017-04-20T04:36:00Z,75.093,0.000,"0,0,0,0",v
2017-04-20T04:42:00Z,75.097,0.000,"0,0,0,0",v
2017-04-20T04:48:00Z,75.102,0.000,"0,0,0,0",v
2017-04-20T04:54:00Z,75.101,0.000,"0,0,0,0",v
2017-04-20T05:00:00Z,75.104,0.001,"0,0,0,0",v
2017-04-20T05:06:00Z,75.103,0.002,"0,0,0,0",v
2017-04-20T05:12:00Z,75.095,0.002,"0,0,0,0",v
2017-04-20T05:18:00Z,75.107,0.003,"0,0,0,0",v
2017-04-20T05:24:00Z,75.105,0.002,"0,0,0,0",v
2017-04-20T05:30:00Z,75.105,0.002,"0,0,0,0",v
2017-04-20T05:36:00Z,75.101,0.003,"0,0,0,0",v
2017-04-20T05:42:00Z,75.1,0.005,"0,0,0,0",v
2017-04-20T05:48:00Z,75.095,0.002,"0,0,0,0",v
2017-04-20T05:54:00Z,75.091,0.002,"0,0,0,0",v
2017-04-20T06:00:00Z,75.087,0.001,"0,0,0,0",v
2017-04-20T06:06:00Z,75.084,0.001,"0,0,0,0",v
2017-04-20T06:12:00Z,75.085,0.000,"0,0,0,0",v
2017-04-20T06:18:00Z,75.08,0.002,"0,0,0,0",v
2017-04-20T06:24:00Z,75.077,0.002,"0,0,0,0",v
2017-04-20T06:30:00Z,75.072,0.001,"0,0,0,0",v
2017-04-20T06:36:00Z,75.07,0.001,"0,0,0,0",v
2017-04-20T06:42:00Z,75.066,0.000,"0,0,0,0",v
2017-04-20T06:48:00Z,75.063,0.002,"0,0,0,0",v
2017-04-20T06:54:00Z,75.058,0.000,"0,0,0,0",v
2017-04-20T07:00:00Z,75.055,0.000,"0,0,0,0",v
2017-04-20T07:06:00Z,75.047,0.000,"0,0,0,0",v
2017-04-20T07:12:00Z,75.045,0.001,"0,0,0,0",v
2017-04-20T07:18:00Z,75.042,0.001,"0,0,0,0",v
2017-04-20T07:24:00Z,75.04,0.001,"0,0,0,0",v
2017-04-20T07:30:00Z,75.036,0.000,"0,0,0,0",v
2017-04-20T07:36:00Z,75.033,0.001,"0,0,0,0",v
2017-04-20T07:42:00Z,75.031,0.001,"0,0,0,0",v
2017-04-20T07:48:00Z,75.025,0.001,"0,0,0,0",v
2017-04-20T07:54:00Z,75.027,0.000,"0,0,0,0",v
2017-04-20T08:00:00Z,75.028,0.000,"0,0,0,0",v
2017-04-20T08:06:00Z,75.027,0.001,"0,0,0,0",v
2017-04-20T08:12:00Z,75.023,0.001,"0,0,0,0",v
2017-04-20T08:18:00Z,75.021,0.001,"0,0,0,0",v
